SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2075 Quesada Ave,San Francisco,CA,94124,699900,4,2.0,Silver Terrace,1737,2495,1907,151,403,,Active,,,http://www.redfin.com/CA/San-Francisco/2075-Quesada-Ave-94124/home/1231834,San Francisco MLS,495976,N,Y,37.737195,-122.398787
MLS Listing,,Condo/Co-op,1550 Ofarrell St #6,San Francisco,CA,94115,710000,3,2.0,Western Addition,1050,,1964,13,676,960,Active,,,http://www.redfin.com/CA/San-Francisco/1550-O-Farrell-St-94115/unit-6/home/12401669,San Francisco MLS,502206,N,Y,37.784068,-122.4301069
MLS Listing,,Condo/Co-op,750 Van Ness Ave #503,San Francisco,CA,94102,715000,1,1.0,Van Ness/Civic Center,708,,2008,16,1010,732,Active,,,http://www.redfin.com/CA/San-Francisco/750-Van-Ness-Ave-94102/unit-503/home/17305688,San Francisco MLS,501826,N,Y,37.7823788,-122.4201632
MLS Listing,,Condo/Co-op,170 King St #912,San Francisco,CA,94107,718000,1,1.0,South Beach,622,,2007,75,1154,680,Active,,,http://www.redfin.com/CA/San-Francisco/170-King-St-94107/unit-912/home/17306538,San Francisco MLS,498500,N,Y,37.7789817,-122.3917515
MLS Listing,,Condo/Co-op,3718 Cesar Chavez,San Francisco,CA,94110,719000,1,1.0,Noe Valley,,,1900,158,,375,Active,,,http://www.redfin.com/CA/San-Francisco/3718-Cesar-Chavez-94110/home/1934563,San Francisco MLS,495658,N,Y,37.7481628,-122.4230398
MLS Listing,,Condo/Co-op,1260 Clay St #205,San Francisco,CA,94108,719000,1,1.0,Nob Hill,,,1950,12,,575,Active,,,http://www.redfin.com/CA/San-Francisco/1260-Clay-St-94108/unit-205/home/1418433,San Francisco MLS,502202,N,Y,37.7935706,-122.4136811
MLS Listing,,Condo/Co-op,460 Francisco St #102,SAN FRANCISCO,CA,94133,720000,1,1.0,SAN FRANCISCO,585,,1982,5,1231,273,Active,,,http://www.redfin.com/CA/San-Francisco/460-Francisco-St-94133/unit-102/home/1963058,MLSListings,ML81803549,N,Y,37.8049401,-122.4128236
MLS Listing,,Condo/Co-op,1075 Market St #408,SAN FRANCISCO,CA,94103,724000,1,1.0,SAN FRANCISCO,554,,2018,21,1307,665,Active,,,http://www.redfin.com/CA/San-Francisco/1075-Market-St-94103/unit-408/home/169571402,MLSListings,ML81800997,N,Y,37.7807996,-122.4118342
MLS Listing,,Condo/Co-op,607 Shotwell St Unit A,San Francisco,CA,94110,725000,1,1.0,San Francisco County,,,,144,,275,Active,,,http://www.redfin.com/CA/San-Francisco/607-Shotwell-St-94110/unit-A/home/171115200,BAREIS,22005962,N,Y,37.7586776,-122.4156619
MLS Listing,,Condo/Co-op,607 A Shotwell St Unit A,San Francisco,CA,94110,725000,1,1.0,Inner Mission,,,1900,144,,275,Active,,,http://www.redfin.com/CA/San-Francisco/607A-Shotwell-St-94110/unit-A/home/171095121,San Francisco MLS,496100,N,Y,37.7586823,-122.4156614
MLS Listing,,Condo/Co-op,5140 Diamond Heights Blvd Unit 106A,SAN FRANCISCO,CA,94131,725000,1,1.0,SAN FRANCISCO,744,,1972,177,974,565,Active,,,http://www.redfin.com/CA/San-Francisco/5140-Diamond-Heights-Blvd-94131/unit-106A/home/838332,MLSListings,ML81782030,N,Y,37.7467383,-122.440544
MLS Listing,,Condo/Co-op,1177 California St #623,San Francisco,CA,94108,725000,1,1.0,Nob Hill,706,,1978,43,1027,1139,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-623/home/1722651,San Francisco MLS,499657,N,Y,37.7910262,-122.4136476
MLS Listing,,Condo/Co-op,318 Spear St Unit 5G,SAN FRANCISCO,CA,94105,725000,1,1.0,SAN FRANCISCO,538,,2008,111,1348,860,Active,,,http://www.redfin.com/CA/San-Francisco/318-Spear-St-94105/unit-5G/home/21966987,MLSListings,ML81789471,N,Y,37.7897457,-122.3908558
MLS Listing,,Condo/Co-op,788 Minna St #305,San Francisco,CA,94103,725000,1,1.0,South of Market,664,,2011,65,1092,594,Active,,,http://www.redfin.com/CA/San-Francisco/788-Minna-St-94103/unit-305/home/40134727,San Francisco MLS,497759,N,Y,37.7760486,-122.4141237
