state,city,population,location
Texas,Talty town,1535,"Talty town, Texas"
Texas,Mission city,77058,"Mission city, Texas"
Texas,Lavon city,2219,"Lavon city, Texas"
Texas,Plains town,1481,"Plains town, Texas"
Texas,Bryan city,76201,"Bryan city, Texas"
Texas,Granger city,1419,"Granger city, Texas"
Texas,Harlingen city,64849,"Harlingen city, Texas"
Texas,Flower Mound town,64669,"Flower Mound town, Texas"
Texas,Dayton Lakes city,93,"Dayton Lakes city, Texas"
Texas,Domino town,93,"Domino town, Texas"
Texas,Wolfe City city,1412,"Wolfe City city, Texas"
Texas,North Richland Hills city,63343,"North Richland Hills city, Texas"
Texas,Rosebud city,1412,"Rosebud city, Texas"
Texas,Rollingwood city,1412,"Rollingwood city, Texas"
Texas,Putnam town,94,"Putnam town, Texas"
Texas,Uncertain city,94,"Uncertain city, Texas"
Texas,Victoria city,62592,"Victoria city, Texas"
Texas,Spofford city,95,"Spofford city, Texas"
Texas,Rio Hondo city,2356,"Rio Hondo city, Texas"
Texas,Neylandville town,97,"Neylandville town, Texas"
Texas,Sundown city,1397,"Sundown city, Texas"
Texas,Ponder town,1395,"Ponder town, Texas"
Texas,Quinlan city,1394,"Quinlan city, Texas"
Texas,Magnolia city,1393,"Magnolia city, Texas"
Texas,Bells town,1392,"Bells town, Texas"
Texas,Mobeetie city,101,"Mobeetie city, Texas"
Texas,Tatum city,1385,"Tatum city, Texas"
Texas,Flatonia town,1383,"Flatonia town, Texas"
Texas,Nixon city,2385,"Nixon city, Texas"
Texas,Hico city,1379,"Hico city, Texas"
Texas,Hubbard city,1423,"Hubbard city, Texas"
Texas,Kerens city,1573,"Kerens city, Texas"
Texas,Waller city,2326,"Waller city, Texas"
Texas,Temple city,66102,"Temple city, Texas"
Texas,Queen City city,1476,"Queen City city, Texas"
Texas,Olmos Park city,2237,"Olmos Park city, Texas"
Texas,Bruceville-Eddy city,1475,"Bruceville-Eddy city, Texas"
Texas,Tool city,2240,"Tool city, Texas"
Texas,Anahuac city,2243,"Anahuac city, Texas"
Texas,Menard city,1471,"Menard city, Texas"
Texas,De Leon city,2246,"De Leon city, Texas"
Texas,Idalou city,2250,"Idalou city, Texas"
Texas,Hale Center city,2252,"Hale Center city, Texas"
Texas,Bartonville town,1469,"Bartonville town, Texas"
Texas,Baytown city,71802,"Baytown city, Texas"
Texas,Dalworthington Gardens city,2259,"Dalworthington Gardens city, Texas"
Texas,East Bernard city,2272,"East Bernard city, Texas"
Texas,Pharr city,70400,"Pharr city, Texas"
Texas,Woodcreek city,1457,"Woodcreek city, Texas"
Texas,Seven Points city,1455,"Seven Points city, Texas"
Texas,Memphis city,2290,"Memphis city, Texas"
Texas,Missouri City city,67358,"Missouri City city, Texas"
Texas,Stockdale city,1442,"Stockdale city, Texas"
Texas,Edgewood town,1441,"Edgewood town, Texas"
Texas,Round Top town,90,"Round Top town, Texas"
Texas,Toyah town,90,"Toyah town, Texas"
Texas,Briarcliff village,1438,"Briarcliff village, Texas"
Texas,Shepherd city,2319,"Shepherd city, Texas"
Texas,Natalia city,1431,"Natalia city, Texas"
Texas,Malakoff city,2324,"Malakoff city, Texas"
Texas,Odem city,2389,"Odem city, Texas"
Texas,Quintana town,56,"Quintana town, Texas"
Texas,West Tawakoni city,1576,"West Tawakoni city, Texas"
Texas,Meadowlakes city,1777,"Meadowlakes city, Texas"
Texas,Kemah city,1773,"Kemah city, Texas"
Texas,Laredo city,236091,"Laredo city, Texas"
Texas,Lubbock city,229573,"Lubbock city, Texas"
Texas,Garland city,226876,"Garland city, Texas"
Texas,Onalaska city,1764,"Onalaska city, Texas"
Texas,Combine city,1942,"Combine city, Texas"
Texas,Ralls city,1944,"Ralls city, Texas"
Texas,Irving city,216290,"Irving city, Texas"
Texas,Mustang town,21,"Mustang town, Texas"
Texas,Hughes Springs city,1760,"Hughes Springs city, Texas"
Texas,Los Ybanez city,19,"Los Ybanez city, Texas"
Texas,Holliday city,1758,"Holliday city, Texas"
Texas,Crosbyton city,1741,"Crosbyton city, Texas"
Texas,La Villa city,1957,"La Villa city, Texas"
Texas,Blanco city,1739,"Blanco city, Texas"
Texas,Little River-Academy city,1961,"Little River-Academy city, Texas"
Texas,Amarillo city,190695,"Amarillo city, Texas"
Texas,Corral City town,27,"Corral City town, Texas"
Texas,Cooper city,1969,"Cooper city, Texas"
Texas,Vinton village,1971,"Vinton village, Texas"
Texas,Northlake town,1724,"Northlake town, Texas"
Texas,Grand Prairie city,175396,"Grand Prairie city, Texas"
Texas,Brownsville city,175023,"Brownsville city, Texas"
Texas,Eldorado city,1951,"Eldorado city, Texas"
Texas,Sunray city,1926,"Sunray city, Texas"
Texas,Plano city,259841,"Plano city, Texas"
Texas,Shamrock city,1910,"Shamrock city, Texas"
Texas,Houston city,2099451,"Houston city, Texas"
Texas,San Antonio city,1327407,"San Antonio city, Texas"
Texas,Three Rivers city,1848,"Three Rivers city, Texas"
Texas,Dallas city,1197816,"Dallas city, Texas"
Texas,Italy town,1863,"Italy town, Texas"
Texas,Lockney town,1842,"Lockney town, Texas"
Texas,Austin city,790390,"Austin city, Texas"
Texas,Fort Worth city,741206,"Fort Worth city, Texas"
Texas,Bovina city,1868,"Bovina city, Texas"
Texas,Troup city,1869,"Troup city, Texas"
Texas,El Paso city,649121,"El Paso city, Texas"
Texas,Jonestown city,1834,"Jonestown city, Texas"
Texas,Archer City city,1834,"Archer City city, Texas"
Texas,Goldthwaite city,1878,"Goldthwaite city, Texas"
Texas,Stinnett city,1881,"Stinnett city, Texas"
Texas,Sour Lake city,1813,"Sour Lake city, Texas"
Texas,McCamey city,1887,"McCamey city, Texas"
Texas,Quitman city,1809,"Quitman city, Texas"
Texas,Ingram city,1804,"Ingram city, Texas"
Texas,Arlington city,365438,"Arlington city, Texas"
Texas,Dripping Springs city,1788,"Dripping Springs city, Texas"
Texas,Gregory city,1907,"Gregory city, Texas"
Texas,Goliad city,1908,"Goliad city, Texas"
Texas,Poth town,1908,"Poth town, Texas"
Texas,Corpus Christi city,305215,"Corpus Christi city, Texas"
Texas,Southside Place city,1715,"Southside Place city, Texas"
Texas,Danbury city,1715,"Danbury city, Texas"
Texas,Charlotte city,1715,"Charlotte city, Texas"
Texas,Marfa city,1981,"Marfa city, Texas"
Texas,Van Horn town,2063,"Van Horn town, Texas"
Texas,Somerset city,1631,"Somerset city, Texas"
Texas,Shiner city,2069,"Shiner city, Texas"
Texas,Carrollton city,119097,"Carrollton city, Texas"
Texas,Beaumont city,118296,"Beaumont city, Texas"
Texas,Abilene city,117063,"Abilene city, Texas"
Texas,Frisco city,116989,"Frisco city, Texas"
Texas,Collinsville town,1624,"Collinsville town, Texas"
Texas,Bartlett city,1623,"Bartlett city, Texas"
Texas,La Grulla city,1622,"La Grulla city, Texas"
Texas,Splendora city,1615,"Splendora city, Texas"
Texas,Denton city,113383,"Denton city, Texas"
Texas,Midland city,111147,"Midland city, Texas"
Texas,Whitney town,2087,"Whitney town, Texas"
Texas,Whitewright town,1604,"Whitewright town, Texas"
Texas,Bangs city,1603,"Bangs city, Texas"
Texas,Yorktown city,2092,"Yorktown city, Texas"
Texas,St. Hedwig town,2094,"St. Hedwig town, Texas"
Texas,Corrigan town,1595,"Corrigan town, Texas"
Texas,Wheeler city,1592,"Wheeler city, Texas"
Texas,Pinehurst city,2097,"Pinehurst city, Texas"
Texas,Lone Star city,1581,"Lone Star city, Texas"
Texas,Jefferson city,2106,"Jefferson city, Texas"
Texas,San Augustine city,2108,"San Augustine city, Texas"
Texas,Wichita Falls city,104553,"Wichita Falls city, Texas"
Texas,Arcola city,1642,"Arcola city, Texas"
Texas,Mason city,2114,"Mason city, Texas"
Texas,Itasca city,1644,"Itasca city, Texas"
Texas,Troy city,1645,"Troy city, Texas"
Texas,Lowry Crossing city,1711,"Lowry Crossing city, Texas"
Texas,Linden city,1988,"Linden city, Texas"
Texas,Leonard city,1990,"Leonard city, Texas"
Texas,Beverly Hills city,1995,"Beverly Hills city, Texas"
Texas,De Kalb city,1699,"De Kalb city, Texas"
Texas,Palmer town,2000,"Palmer town, Texas"
Texas,Impact town,35,"Impact town, Texas"
Texas,Ganado city,2003,"Ganado city, Texas"
Texas,Sabinal city,1695,"Sabinal city, Texas"
Texas,Pasadena city,149043,"Pasadena city, Texas"
Texas,Morton city,2006,"Morton city, Texas"
Texas,Lorena city,1691,"Lorena city, Texas"
Texas,Brackettville city,1688,"Brackettville city, Texas"
Texas,Stratford city,2017,"Stratford city, Texas"
Texas,Jones Creek village,2020,"Jones Creek village, Texas"
Texas,Mesquite city,139824,"Mesquite city, Texas"
Texas,Clarendon city,2026,"Clarendon city, Texas"
Texas,Honey Grove city,1668,"Honey Grove city, Texas"
Texas,Albany city,2034,"Albany city, Texas"
Texas,Krugerville city,1662,"Krugerville city, Texas"
Texas,McKinney city,131117,"McKinney city, Texas"
Texas,McAllen city,129877,"McAllen city, Texas"
Texas,Hudson Oaks city,1662,"Hudson Oaks city, Texas"
Texas,Johnson City city,1656,"Johnson City city, Texas"
Texas,Killeen city,127921,"Killeen city, Texas"
Texas,Waco city,124805,"Waco city, Texas"
Texas,Carl's Corner town,173,"Carl's Corner town, Texas"
Texas,Naples city,1378,"Naples city, Texas"
Texas,Pantego town,2394,"Pantego town, Texas"
Texas,Hurst city,37337,"Hurst city, Texas"
Texas,Miller's Cove town,149,"Miller's Cove town, Texas"
Texas,South Padre Island town,2816,"South Padre Island town, Texas"
Texas,Freer city,2818,"Freer city, Texas"
Texas,Needville city,2823,"Needville city, Texas"
Texas,Rocksprings town,1182,"Rocksprings town, Texas"
Texas,China Grove town,1179,"China Grove town, Texas"
Texas,Lexington town,1177,"Lexington town, Texas"
Texas,Burleson city,36690,"Burleson city, Texas"
Texas,Iowa Colony village,1170,"Iowa Colony village, Texas"
Texas,Schulenburg city,2852,"Schulenburg city, Texas"
Texas,Paducah town,1186,"Paducah town, Texas"
Texas,Jewett city,1167,"Jewett city, Texas"
Texas,Crandall city,2858,"Crandall city, Texas"
Texas,Double Oak town,2867,"Double Oak town, Texas"
Texas,Lancaster city,36361,"Lancaster city, Texas"
Texas,The Colony city,36328,"The Colony city, Texas"
Texas,Tenaha town,1160,"Tenaha town, Texas"
Texas,China city,1160,"China city, Texas"
Texas,Santa Rosa town,2873,"Santa Rosa town, Texas"
Texas,Timpson city,1155,"Timpson city, Texas"
Texas,Friendswood city,35805,"Friendswood city, Texas"
Texas,Refugio town,2890,"Refugio town, Texas"
Texas,Kemp city,1154,"Kemp city, Texas"
Texas,Texarkana city,36411,"Texarkana city, Texas"
Texas,Escobares city,1188,"Escobares city, Texas"
Texas,Rockwall city,37490,"Rockwall city, Texas"
Texas,West city,2807,"West city, Texas"
Texas,Cuney town,140,"Cuney town, Texas"
Texas,Seymour city,2740,"Seymour city, Texas"
Texas,Keller city,39627,"Keller city, Texas"
Texas,Oak Ridge town,141,"Oak Ridge town, Texas"
Texas,Boyd town,1207,"Boyd town, Texas"
Texas,Early city,2762,"Early city, Texas"
Texas,Eden city,2766,"Eden city, Texas"
Texas,Valley Mills city,1203,"Valley Mills city, Texas"
Texas,Hooks city,2769,"Hooks city, Texas"
Texas,Petersburg city,1202,"Petersburg city, Texas"
Texas,Edgecliff Village town,2776,"Edgecliff Village town, Texas"
Texas,Hemphill city,1198,"Hemphill city, Texas"
Texas,Claude city,1196,"Claude city, Texas"
Texas,Gruver city,1194,"Gruver city, Texas"
Texas,Oak Point city,2786,"Oak Point city, Texas"
Texas,Coppell city,38659,"Coppell city, Texas"
Texas,Huntsville city,38548,"Huntsville city, Texas"
Texas,Duncanville city,38524,"Duncanville city, Texas"
Texas,Sherman city,38521,"Sherman city, Texas"
Texas,Estelline town,145,"Estelline town, Texas"
Texas,Electra city,2791,"Electra city, Texas"
Texas,Calvert city,1192,"Calvert city, Texas"
Texas,Austwell city,147,"Austwell city, Texas"
Texas,Abernathy city,2805,"Abernathy city, Texas"
Texas,Dorchester city,148,"Dorchester city, Texas"
Texas,Weslaco city,35670,"Weslaco city, Texas"
Texas,Del Rio city,35591,"Del Rio city, Texas"
Texas,Combes town,2895,"Combes town, Texas"
Texas,Bogata city,1153,"Bogata city, Texas"
Texas,Mabank town,3035,"Mabank town, Texas"
Texas,Shavano Park city,3035,"Shavano Park city, Texas"
Texas,Floydada city,3038,"Floydada city, Texas"
Texas,Adrian city,166,"Adrian city, Texas"
Texas,Karnes City city,3042,"Karnes City city, Texas"
Texas,Ransom Canyon town,1096,"Ransom Canyon town, Texas"
Texas,Van Alstyne city,3046,"Van Alstyne city, Texas"
Texas,Copperas Cove city,32032,"Copperas Cove city, Texas"
Texas,Socorro city,32013,"Socorro city, Texas"
Texas,Deer Park city,32010,"Deer Park city, Texas"
Texas,Taft city,3048,"Taft city, Texas"
Texas,Oak Ridge North city,3049,"Oak Ridge North city, Texas"
Texas,Kempner city,1089,"Kempner city, Texas"
Texas,Hollywood Park town,3062,"Hollywood Park town, Texas"
Texas,West Lake Hills city,3063,"West Lake Hills city, Texas"
Texas,Von Ormy city,1085,"Von Ormy city, Texas"
Texas,Asherton city,1084,"Asherton city, Texas"
Texas,Los Indios town,1083,"Los Indios town, Texas"
Texas,Schertz city,31465,"Schertz city, Texas"
Texas,Gorman city,1083,"Gorman city, Texas"
Texas,Hideaway city,3083,"Hideaway city, Texas"
Texas,Jolly city,172,"Jolly city, Texas"
Texas,Weinert city,172,"Weinert city, Texas"
Texas,Hamilton city,3095,"Hamilton city, Texas"
Texas,Rosenberg city,30618,"Rosenberg city, Texas"
Texas,Santa Anna town,1099,"Santa Anna town, Texas"
Texas,Novice city,139,"Novice city, Texas"
Texas,Nocona city,3033,"Nocona city, Texas"
Texas,Brazoria city,3019,"Brazoria city, Texas"
Texas,Log Cabin city,714,"Log Cabin city, Texas"
Texas,Ore City city,1144,"Ore City city, Texas"
Texas,Lufkin city,35067,"Lufkin city, Texas"
Texas,Cool city,157,"Cool city, Texas"
Texas,Florence city,1136,"Florence city, Texas"
Texas,Fulshear city,1134,"Fulshear city, Texas"
Texas,Big Lake city,2936,"Big Lake city, Texas"
Texas,Knox City town,1130,"Knox City town, Texas"
Texas,Balcones Heights city,2941,"Balcones Heights city, Texas"
Texas,Anton city,1126,"Anton city, Texas"
Texas,Fairfield city,2951,"Fairfield city, Texas"
Texas,Cottonwood Shores city,1123,"Cottonwood Shores city, Texas"
Texas,Nash city,2960,"Nash city, Texas"
Texas,Venus town,2960,"Venus town, Texas"
Texas,Holland town,1121,"Holland town, Texas"
Texas,San Juan city,33856,"San Juan city, Texas"
Texas,La Porte city,33800,"La Porte city, Texas"
Texas,LaCoste city,1119,"LaCoste city, Texas"
Texas,Martindale city,1116,"Martindale city, Texas"
Texas,Hart city,1114,"Hart city, Texas"
Texas,Oyster Creek city,1111,"Oyster Creek city, Texas"
Texas,New Summerfield city,1111,"New Summerfield city, Texas"
Texas,Holiday Lakes town,1107,"Holiday Lakes town, Texas"
Texas,Sanford town,164,"Sanford town, Texas"
Texas,Nacogdoches city,32996,"Nacogdoches city, Texas"
Texas,Sonora city,3027,"Sonora city, Texas"
Texas,Blue Mound city,2394,"Blue Mound city, Texas"
Texas,Chandler city,2734,"Chandler city, Texas"
Texas,Aurora city,1220,"Aurora city, Texas"
Texas,Pyote town,114,"Pyote town, Texas"
Texas,Big Sandy town,1343,"Big Sandy town, Texas"
Texas,Panhandle town,2452,"Panhandle town, Texas"
Texas,Bullard town,2463,"Bullard town, Texas"
Texas,Ranger city,2468,"Ranger city, Texas"
Texas,The Hills village,2472,"The Hills village, Texas"
Texas,Westworth Village city,2472,"Westworth Village city, Texas"
Texas,Caddo Mills city,1338,"Caddo Mills city, Texas"
Texas,Thorndale city,1336,"Thorndale city, Texas"
Texas,Newton city,2478,"Newton city, Texas"
Texas,Euless city,51277,"Euless city, Texas"
Texas,Port Arthur city,53818,"Port Arthur city, Texas"
Texas,Copper Canyon town,1334,"Copper Canyon town, Texas"
Texas,Weston Lakes city,2482,"Weston Lakes city, Texas"
Texas,Shallowater city,2484,"Shallowater city, Texas"
Texas,Lytle city,2492,"Lytle city, Texas"
Texas,Stanton city,2492,"Stanton city, Texas"
Texas,Roscoe city,1322,"Roscoe city, Texas"
Texas,Reno city,2494,"Reno city, Texas"
Texas,Spur city,1318,"Spur city, Texas"
Texas,Orange Grove city,1318,"Orange Grove city, Texas"
Texas,DeSoto city,49047,"DeSoto city, Texas"
Texas,Cedar Park city,48937,"Cedar Park city, Texas"
Texas,Lakeside town,1307,"Lakeside town, Texas"
Texas,Alvord town,1334,"Alvord town, Texas"
Texas,Petronila city,113,"Petronila city, Texas"
Texas,George West city,2445,"George West city, Texas"
Texas,Glen Rose city,2444,"Glen Rose city, Texas"
Texas,Somerville city,1376,"Somerville city, Texas"
Texas,New Braunfels city,57740,"New Braunfels city, Texas"
Texas,McLendon-Chisholm city,1373,"McLendon-Chisholm city, Texas"
Texas,Moody city,1371,"Moody city, Texas"
Texas,Elkhart town,1371,"Elkhart town, Texas"
Texas,O'Brien city,106,"O'Brien city, Texas"
Texas,Lakeview town,107,"Lakeview town, Texas"
Texas,Todd Mission city,107,"Todd Mission city, Texas"
Texas,Seagraves city,2417,"Seagraves city, Texas"
Texas,Mansfield city,56368,"Mansfield city, Texas"
Texas,Seadrift city,1364,"Seadrift city, Texas"
Texas,Conroe city,56207,"Conroe city, Texas"
Texas,Rowlett city,56199,"Rowlett city, Texas"
Texas,Springlake town,108,"Springlake town, Texas"
Texas,Farwell city,1363,"Farwell city, Texas"
Texas,Aquilla city,109,"Aquilla city, Texas"
Texas,Dodson town,109,"Dodson town, Texas"
Texas,Benavides city,1362,"Benavides city, Texas"
Texas,Fulton town,1358,"Fulton town, Texas"
Texas,Anson city,2430,"Anson city, Texas"
Texas,Bertram city,1353,"Bertram city, Texas"
Texas,Edmonson town,111,"Edmonson town, Texas"
Texas,Seven Oaks city,111,"Seven Oaks city, Texas"
Texas,Ferris city,2436,"Ferris city, Texas"
Texas,Rancho Viejo town,2437,"Rancho Viejo town, Texas"
Texas,Palm Valley city,1304,"Palm Valley city, Texas"
Texas,Mertens town,125,"Mertens town, Texas"
Texas,Munday city,1300,"Munday city, Texas"
Texas,Oak Leaf city,1298,"Oak Leaf city, Texas"
Texas,New Fairview city,1258,"New Fairview city, Texas"
Texas,Quanah city,2641,"Quanah city, Texas"
Texas,Emhouse town,133,"Emhouse town, Texas"
Texas,Canadian city,2649,"Canadian city, Texas"
Texas,Premont city,2653,"Premont city, Texas"
Texas,Marietta town,134,"Marietta town, Texas"
Texas,Valentine town,134,"Valentine town, Texas"
Texas,Wallis city,1252,"Wallis city, Texas"
Texas,Springtown city,2658,"Springtown city, Texas"
Texas,Mount Vernon town,2662,"Mount Vernon town, Texas"
Texas,Haltom City city,42409,"Haltom City city, Texas"
Texas,Old River-Winfree city,1245,"Old River-Winfree city, Texas"
Texas,Tahoka city,2673,"Tahoka city, Texas"
Texas,Tye city,1242,"Tye city, Texas"
Texas,Emory city,1239,"Emory city, Texas"
Texas,Castroville city,2680,"Castroville city, Texas"
Texas,Wylie city,41427,"Wylie city, Texas"
Texas,DeCordova city,2683,"DeCordova city, Texas"
Texas,Powell town,136,"Powell town, Texas"
Texas,Iraan city,1229,"Iraan city, Texas"
Texas,Frankston town,1229,"Frankston town, Texas"
Texas,Trinity city,2697,"Trinity city, Texas"
Texas,El Lago city,2706,"El Lago city, Texas"
Texas,Alto town,1225,"Alto town, Texas"
Texas,Aledo city,2716,"Aledo city, Texas"
Texas,Van city,2632,"Van city, Texas"
Texas,Rogers town,1218,"Rogers town, Texas"
Texas,Wimberley city,2626,"Wimberley city, Texas"
Texas,Cedar Hill city,45028,"Cedar Hill city, Texas"
Texas,Hallettsville city,2550,"Hallettsville city, Texas"
Texas,Overton city,2554,"Overton city, Texas"
Texas,Hedwig Village city,2557,"Hedwig Village city, Texas"
Texas,Daingerfield city,2560,"Daingerfield city, Texas"
Texas,Galveston city,47743,"Galveston city, Texas"
Texas,Winters city,2562,"Winters city, Texas"
Texas,Annetta town,1288,"Annetta town, Texas"
Texas,Georgetown city,47400,"Georgetown city, Texas"
Texas,Runaway Bay city,1286,"Runaway Bay city, Texas"
Texas,Kirvin town,129,"Kirvin town, Texas"
Texas,Junction city,2574,"Junction city, Texas"
Texas,Bedford city,46979,"Bedford city, Texas"
Texas,Pflugerville city,46936,"Pflugerville city, Texas"
Texas,Grapevine city,46334,"Grapevine city, Texas"
Texas,Woodbranch city,1282,"Woodbranch city, Texas"
Texas,Woodville town,2586,"Woodville town, Texas"
Texas,Hawkins city,1278,"Hawkins city, Texas"
Texas,Merkel town,2590,"Merkel town, Texas"
Texas,Aubrey city,2595,"Aubrey city, Texas"
Texas,Howe town,2600,"Howe town, Texas"
Texas,Bevil Oaks city,1274,"Bevil Oaks city, Texas"
Texas,Palmhurst city,2607,"Palmhurst city, Texas"
Texas,Lyford city,2611,"Lyford city, Texas"
Texas,Shady Shores town,2612,"Shady Shores town, Texas"
Texas,Texas City city,45099,"Texas City city, Texas"
Texas,San Marcos city,44894,"San Marcos city, Texas"
Texas,Zavalla city,713,"Zavalla city, Texas"
Texas,Taylor Landing city,228,"Taylor Landing city, Texas"
Texas,Niederwald city,565,"Niederwald city, Texas"
Texas,Iowa Park city,6355,"Iowa Park city, Texas"
Texas,Fate city,6357,"Fate city, Texas"
Texas,Orchard city,352,"Orchard city, Texas"
Texas,Callisburg city,353,"Callisburg city, Texas"
Texas,Littlefield city,6372,"Littlefield city, Texas"
Texas,Forest Hill city,12355,"Forest Hill city, Texas"
Texas,Nome city,588,"Nome city, Texas"
Texas,Darrouzett town,350,"Darrouzett town, Texas"
Texas,Alton city,12341,"Alton city, Texas"
Texas,Newcastle city,585,"Newcastle city, Texas"
Texas,Gladewater city,6441,"Gladewater city, Texas"
Texas,Graford city,584,"Graford city, Texas"
Texas,Floresville city,6448,"Floresville city, Texas"
Texas,Port Lavaca city,12248,"Port Lavaca city, Texas"
Texas,Abbott city,356,"Abbott city, Texas"
Texas,Santa Fe city,12222,"Santa Fe city, Texas"
Texas,Seminole city,6430,"Seminole city, Texas"
Texas,Meadow town,593,"Meadow town, Texas"
Texas,Murchison city,594,"Murchison city, Texas"
Texas,Barstow city,349,"Barstow city, Texas"
Texas,Lake Bridgeport city,340,"Lake Bridgeport city, Texas"
Texas,Beeville city,12863,"Beeville city, Texas"
Texas,Oak Grove town,603,"Oak Grove town, Texas"
Texas,Crowley city,12838,"Crowley city, Texas"
Texas,Loraine town,602,"Loraine town, Texas"
Texas,Plum Grove city,600,"Plum Grove city, Texas"
Texas,Sadler city,343,"Sadler city, Texas"
Texas,Lone Oak city,598,"Lone Oak city, Texas"
Texas,Athens city,12710,"Athens city, Texas"
Texas,Miami city,597,"Miami city, Texas"
Texas,Lockhart city,12698,"Lockhart city, Texas"
Texas,Lueders city,346,"Lueders city, Texas"
Texas,Texhoma city,346,"Texhoma city, Texas"
Texas,Colmesneil city,596,"Colmesneil city, Texas"
Texas,Post Oak Bend City town,595,"Post Oak Bend City town, Texas"
Texas,Cashion Community city,348,"Cashion Community city, Texas"
Texas,New Chapel Hill city,594,"New Chapel Hill city, Texas"
Texas,White Oak city,6469,"White Oak city, Texas"
Texas,Slaton city,6121,"Slaton city, Texas"
Texas,Union Grove city,357,"Union Grove city, Texas"
Texas,Deport city,578,"Deport city, Texas"
Texas,El Campo city,11602,"El Campo city, Texas"
Texas,Kennedale city,6763,"Kennedale city, Texas"
Texas,Carthage city,6779,"Carthage city, Texas"
Texas,Princeton city,6807,"Princeton city, Texas"
Texas,Golinda city,559,"Golinda city, Texas"
Texas,Cuero city,6841,"Cuero city, Texas"
Texas,Encinal city,559,"Encinal city, Texas"
Texas,Dodd City town,369,"Dodd City town, Texas"
Texas,Sanger city,6916,"Sanger city, Texas"
Texas,Robstown city,11487,"Robstown city, Texas"
Texas,Heath city,6921,"Heath city, Texas"
Texas,Scottsville city,376,"Scottsville city, Texas"
Texas,Crockett city,6950,"Crockett city, Texas"
Texas,Monahans city,6953,"Monahans city, Texas"
Texas,Retreat town,377,"Retreat town, Texas"
Texas,Hitchcock city,6961,"Hitchcock city, Texas"
Texas,Edom city,375,"Edom city, Texas"
Texas,Kenefick town,563,"Kenefick town, Texas"
Texas,Richmond city,11679,"Richmond city, Texas"
Texas,Weston city,563,"Weston city, Texas"
Texas,Grandfalls town,360,"Grandfalls town, Texas"
Texas,Winona town,576,"Winona town, Texas"
Texas,Freeport city,12049,"Freeport city, Texas"
Texas,Bellevue city,362,"Bellevue city, Texas"
Texas,Groom town,574,"Groom town, Texas"
Texas,San Perlita city,573,"San Perlita city, Texas"
Texas,Channing city,363,"Channing city, Texas"
Texas,Seabrook city,11952,"Seabrook city, Texas"
Texas,Lumberton city,11943,"Lumberton city, Texas"
Texas,Silsbee city,6611,"Silsbee city, Texas"
Texas,Buffalo city,1856,"Buffalo city, Texas"
Texas,Dell City city,365,"Dell City city, Texas"
Texas,Lampasas city,6681,"Lampasas city, Texas"
Texas,Sunrise Beach Village city,713,"Sunrise Beach Village city, Texas"
Texas,Kaufman city,6703,"Kaufman city, Texas"
Texas,Mildred town,368,"Mildred town, Texas"
Texas,Oak Valley town,368,"Oak Valley town, Texas"
Texas,Lacy-Lakeview city,6489,"Lacy-Lakeview city, Texas"
Texas,Lakeway city,11391,"Lakeway city, Texas"
Texas,Morgan's Point city,339,"Morgan's Point city, Texas"
Texas,Richland Springs town,338,"Richland Springs town, Texas"
Texas,Sinton city,5665,"Sinton city, Texas"
Texas,Rochester town,324,"Rochester town, Texas"
Texas,Gun Barrel City city,5672,"Gun Barrel City city, Texas"
Texas,Atlanta city,5675,"Atlanta city, Texas"
Texas,Bayside town,325,"Bayside town, Texas"
Texas,Campbell city,638,"Campbell city, Texas"
Texas,Henderson city,13712,"Henderson city, Texas"
Texas,Willis city,5662,"Willis city, Texas"
Texas,Palisades village,325,"Palisades village, Texas"
Texas,Rule town,636,"Rule town, Texas"
Texas,Enchanted Oaks town,326,"Enchanted Oaks town, Texas"
Texas,Trenton city,635,"Trenton city, Texas"
Texas,Hawley city,634,"Hawley city, Texas"
Texas,Hempstead city,5770,"Hempstead city, Texas"
Texas,Breckenridge city,5780,"Breckenridge city, Texas"
Texas,Yoakum city,5815,"Yoakum city, Texas"
Texas,Kermit city,5708,"Kermit city, Texas"
Texas,Elsa city,5660,"Elsa city, Texas"
Texas,Rio Grande City city,13834,"Rio Grande City city, Texas"
Texas,Indian Lake town,640,"Indian Lake town, Texas"
Texas,Strawn city,653,"Strawn city, Texas"
Texas,Brady city,5528,"Brady city, Texas"
Texas,Selma city,5540,"Selma city, Texas"
Texas,Los Fresnos city,5542,"Los Fresnos city, Texas"
Texas,Rusk city,5551,"Rusk city, Texas"
Texas,Mount Calm city,320,"Mount Calm city, Texas"
Texas,Cameron city,5552,"Cameron city, Texas"
Texas,Roxton city,650,"Roxton city, Texas"
Texas,Lovelady city,649,"Lovelady city, Texas"
Texas,Bardwell city,649,"Bardwell city, Texas"
Texas,Mountain City city,648,"Mountain City city, Texas"
Texas,Latexo city,322,"Latexo city, Texas"
Texas,Prairie View city,5576,"Prairie View city, Texas"
Texas,Rockdale city,5595,"Rockdale city, Texas"
Texas,Roby city,643,"Roby city, Texas"
Texas,Frost city,643,"Frost city, Texas"
Texas,Beasley city,641,"Beasley city, Texas"
Texas,Hewitt city,13549,"Hewitt city, Texas"
Texas,Iredell city,339,"Iredell city, Texas"
Texas,Hedley city,329,"Hedley city, Texas"
Texas,Levelland city,13542,"Levelland city, Texas"
Texas,Celina city,6028,"Celina city, Texas"
Texas,Lago Vista city,6041,"Lago Vista city, Texas"
Texas,Live Oak city,13131,"Live Oak city, Texas"
